Text,Label
ตลกป๊ะเรานั่งเฝ้าอยู่หน้าจอคือขึ้นว่าเป็นบ้านเลขที่เราเลย,  O
แล้วไงก็บอกว่าจะตามออเดอร์ให้,  O
เราก็รอไปอีก,  O
ร่วมแล้วเราสั่งไปตอน,  O
1,  O
ทุ่ม,  O
37,  O
ออเดอร์มา,  O
3,  O
ทุ่มแล้วไง,  O
คนขับมาส่งไม่พูดขอโทษเราซักคำที่มาช้า,  O
แล้วพิซซ่ากับไก่แบบไม่มีความร้อนเลย,  O
เหมือนทำนานแล้วคุณเอาของเราไปเก็บไว้เหรอหรือยังไง,  O
?,  O
?,  O
?,  O
คือเสียความรู้สึกมาก,  B-ImpressedNeg
ทานที่ร้าน,  O
สาขา,  O
Tesco,  O
lotus,  O
สงขลา,  O
...,  O
สั่งแบบถาดละ,  O
159บ.,  O
บอกเรยว่า,  O
#,  O
ห่วยมากคับ,  O
...,  O
สั่งหน้าแฮมเบค่อน,  O
แทบไม่มีชิ้นเนื้อ,  O
มะขือเทศรวมๆไม่ถึงครี่งลูก,  O
(,  O
6ชิ้น,  O
บางชิ้นไม่มีมะเขือเทศ,  O
),  O
...,  O
สั่งหน้าสไปซี่ทูน่า,  O
เจอแต่วิญญาณ,  O
...,  O
แบบนี้มันไม่ใช่โปรโมชั่น,  O
แต่เป็นการลดราคา,  O
ลดคุณภาพ,  B-QualityNeg
ลดปริมาณ,  B-ValueNeg
...,  I-ValueNeg
กินไปมีแต่แป้ง,  O
เสียดายตังค์,  B-ImpressedNeg
เสียดายเวลา,  B-ImpressedNeg
เสียความรุ้สึก,  B-ImpressedNeg
...,  O
ถ้าเทียบกับรูปโฆษณา,  O
บอกเรยว่า,  O
"""",  O
นี่มันเศษเหลือชัดๆ,  O
!,  O
"""",  O
เมื่อไม่นานไปสั่งพิชซ่าเป็นชุดครอบครัว159บาท,  O
ให้วันเกิดแม่,  O
ให้เครื่องน้อยส่วนหนึ่งไปสั่งในช่วงเทศกาลวันหยุดลูกค้าเยอะก็เข้าใจ,  O
แต่ไม่เข้าใจว่าทำไมเครื่องน้อยมาก,  O
แต่พนักงานบริการดี,  B-ServicePos
เสียดายไม่ได้ถ่ายรูปพิชซ่าไว้,  O
เมื่อวานไปเที่ยวโคราช,  O
แวะซื้อพิซซ่า,  O
ที่สาขาโลตัวหัวทะเล,  O
พนักงานบริการไม่ดีเลย,  B-ServiceNeg
มองดูลูกค้าแบบดูถูกดูแคลน,  B-ServiceNeg
มองแบบเหยียดหยาม,  B-ServiceNeg
ประมาณว่า,  O
มีเงินซื้อด้วยเหรอ,  O
จะจำชื่อคนให้บริการไว้ค่ะ,  O
วันนี้ไปใช้บริการพิซซ่าที่สาขาโลตัสจันทบุรี,  O
ด้านอาหารถือว่าดี,  B-FoodPos
แต่ขอติตรงด้านการบริการหน่อยนะค่ะ,  O
พนังการ,  B-ServiceNeg
ไม่สนใจลูกค้าเลย,  I-ServiceNeg
ได้แต่ยืนอยุ่ไกลๆ,  O
ไม่ประจำจุด,  O
ไม่ทั่วถึงเลย,  O
พอจะเรียกใล้บริการเรียกสั่งอาหาร,  O
เห็นเรายกมือมองนะค่ะ,  O
แน่มองผ่านละนิ่งละ,  O
เดินไปทางอื่น,  O
พอตะโกดเรียกก็ทำเป็นไม่ได้ยิน,  O
เสียความรู้สึกมากเลยค่ะ,  B-ImpressedPos
ถ้ามีบริการแบบนี้,  O
ใครจะเข้าอีกค่ะ,  O
เราเห็นโต๊ะอื่นเรียกก็ไม่หันเหมือนกันค่ะ,  O
บริการแย่มาก,  B-ServiceNeg
บริการแย่,  B-ServiceNeg
จัดส่งล่าช้าถึงยี่สิบนาที,  B-ServiceNeg
พอแจ้งว่าจะเอาบัตรส่วนลดใช้ภายในวันนั้น,  O
ไม่ยอมให้ลูกค้าใช้,  O
ผมก็ตีคืนออเดอร์ทั้งหมดเนื่องจากเป็นความผิดทางพิซซ่าคอมพานีเองที่จัดส่งไม่ตรงตามเวลาที่รับประกัน,  O
แถมผู้จัดการร้านยังทะเลาะกับลูกค้าอีก,  B-ServiceNeg
วันนี้สั่งถาดใหญ่,  O
2,  O
ถาด,  O
1328,  O
บาทเหลือบานเลย,  O
เพราะเค็มมากๆ,  B-FoodNeg
ลดความเค็มลงหน่อยจะดีมากๆเลย,  B-ImpressedPos
วันนี้โทรไปOrder,  O
Pizza,  O
#,  O
1112,  O
เวลา,  O
20:34,  O
น.,  O
ใช้เบอร์เดิมที่เคยสั่งประจำที่บ้าน,  O
แต่เปลี่ยนที่อยู่จัดส่งใหม่,  O
รอไปประมาณ30นาที,  O
มีเบอร์,  O
092-2810673,  O
โทรมาแจ้งว่า,  O
กำลังไปส่ง,  O
แต่จะช้าหน่อย,  B-ServiceNeu
...,  O
.,  O
รอต่อไปอีกครบ1ชั่วโมง,  O
โทรไปถามว่าถึงไหนแล้ว,  O
ก็บอกอีกว่ากำลังไปใกล้ถึงแล้ว,  O
...,  O
รอไปอีก1ชั่วโมง15นาที,  O
โทรถามว่าถึงไหนแล้ว,  O
แต่กลับบอกว่า,  O
"""",  O
น้องลืมorderไว้ที่ร้านกำลังกลับมาเอา,  O
"""",  O
...,  O
.,  O
คงบอกได้เพียงว่า,  O
"""",  O
ไม่รอแล้วค่ะ,  O
cancelไปเลย,  O
"""",  O
เราไม่รู้หรอกน่ะ,  O
ว่าที่พนง.แจ้งมันจริงหรือเท็จ,  O
แต่บอกได้เลย,  O
คุณเสียลูกค้าที่ทานมาเป็น10ปี,  O
จากนี้ขอลาขาด,  O
#,  O
แย่มาก,  O
#,  O
thepizzacompany,  O
#,  O
1112,  O
#,  O
เลิกกินตลอดชีวิต,  O
#,  O
โมโหหิว,  O
ถ้ากดให้,  O
0,  O
คะแนนได้ก็จะให้,  O
0,  O
วันนี้ได้ไปรับประทานที่สาขา,  O
เซ็นทรัลเชียงราย,  O
พนักงานบริการได้แย่มาก,  B-ServiceNeg
ไม่มี,  B-ServiceNeg
sarvice,  I-ServiceNeg
mind,  I-ServiceNeg
ใดๆทั้งสิ้น,  I-ServiceNeg
อยู่ๆก็เอาซอสมะเขือเทศมาวางแล้วเดินไปเฉยๆ,  O
สั่งพิซซ่าพนักงานบอกว่ารอประมาณ15,  O
นาทีแต่จริงๆแล้ว,  O
รอครึ่ง,  O
ชม.,  O
สั่งไก่ทอดซอสเกาหลี,  O
รอ,  O
1,  O
ชม.,  O
เรียกพนง.มาสอบถาม,  O
2,  O
รอบ,  O
รอบแรกบอกให้รอกำลังทำพอรอบสองถึงได้ความว่าเตาไม่ค่อยดี,  O
แล้วทำไมไม่รู้จักบอกแต่แรก,  O
จะได้เปลี่ยนเมนู,  O
สุดท้ายได้ห่อไก่กลับ,  O
เพราะออกมาตอนเที่ยง,  O
ต้องรีบกลับไปทำงานต่อ,  O
เสียความรู้สึกมากๆ,  B-ImpressedNeg
จะไม่มีทางกลับไปกินอีกแน่นอน,  B-RecommendNeg
แม่ง,  O
ถ้าเป๊ปซี่มึงจะไม่ซ่าขนาดนี้,  O
109,  O
บาท,  O
-,  O
เหยือกกูไปซื้อ,  O
7-11,  O
ขวด15,  B-ImpressedNeg
บาทมาแดกยังอร่อยกว่าเลย,  I-ImpressedNeg
ไอ่แม่เย็ด,  I-ImpressedNeg
สั่งพิซซ่า,  O
1,  O
ถาด,  O
ให้เครื่องปรุง,  O
2,  O
ซอง,  O
ทุเรศมากค่ะ,  O
นโยบายแบบนี้คิดได้ไงคะ,  O
มันแพงมากหรอเครื่องปรุง,  O
ละเดี๋ยวนี้ขอเครื่องปรุงเพิ่มกับพนักงานส่ง,  B-ImpressedNeg
ก็บอกไม่มี,  I-ImpressedNeg
เจริญ,  I-ImpressedNeg
เลิกขายเถอะค่ะ,  I-ImpressedNeg
ทำธุรกิจแบบนี้,  I-ImpressedNeg
ถ้าจะขึ้นสถานะรับออเดอร์แล้ว,  O
มีปัญหาก็น่าจะโทรแจ้งกลับมา,  B-ImpressedNeg
ไม่ใช่ให้นั่งรอเลยเวลาถึงให้ลูกค้าโทรสอบถามเอง,  B-ImpressedNeg
ขอให้เรตติ้งตามจริง,  O
กับสาขาที่ไปใช้บริการบ่อยที่สุดผู้จัดการ,  O
#,  O
สาขาTheWalkเกษตร,  O
แย่มากกกกกกกกกคนก็น้อยมากอยู่แล้ว,  B-ServiceNeg
หน้านี่ไม่รับแขก,  B-ServiceNeg
ทำตัวยุ่งตลอดเวลาหน้าแบบเหมือนแบกโลกไว้ทั้งใบ,  B-ServiceNeg
ไม่อมยิ้มเลย,  O
ถามคำตอบคำ,  B-ServiceNeg
คืออะไร,  O
ไม่เข้าใจ,  O
ควรปรับปรุงด่วน,  O
เพื่อเรียกลูกค้านะครับ,  O
บริการห่วยมาก,  B-ServiceNeg
เวลามีปัญหาติดต่อไม่ได้สักช่องทาง,  O
facebook,  O
ไม่ตอบ,  O
live,  O
chat,  O
ก็,  O
blocked,  O
โทรศัพท์โทรไปแล้วก็ตัดสาย,  O
สาขาMBKชั้น2,  O
มานั่งนานมากๆไม่มีใครมารับออเดอร์,  B-ServiceNeg
ไม่มีพนักงานเลย,  O
ไปยืนออกันที่หน้าเคาเตอร์อาหารอย่างเดียว,  O
พออาหารมา,  O
ซอสก็ไม่มีต้องเดินไปหยิบเอง,  O
อยากให้พนักงานใส่ใจมากกว่านี้,  B-ImpressedNeg
วันนี้สั่งพิซซ่ากินที่ร้าน,  O
2,  O
ถาด,  O
ขนาดกลาง,  O
รวมเครื่องดื่ม,  O
เป็นเงิน,  O
692,  O
บาทจ่ายเงินเสร็จเรียบร้อย,  O
ในใบเสร็จด้านล่างบอกว่า,  O
..,  O
#,  O
พิเศษ,  O
เพียงเข้าไปทำแบบสอบถามผ่านทางเว็บของร้านภายใน4วัน,  O
กรอกรหัสบนใบเสร็จลงในแบบสอบถาม,  O
รับฟรี,  O
ไก่นิวออลีน,  O
6,  O
ชิ้นเราก็เลยเข้าไปกรอกรายละเอียดจนเสร็จเรียบร้อยทุกขั้นตอน,  O
ได้รับรหัสแลกฟรีเรียบร้อย,  O
ทางเว็บของร้านจึงจะขึ้นข้อมูลทีหลังว่า,  O
..,  O
#,  O
ขอบคุณสำหรับการกรอกแบบสอบถาม,  O
ท่านจะต้องซื้อพิซซ่าถาดกลางหนานุ่ม,  O
1,  O
ถาดขึ้นไปก่อน,  O
แล้วจึงจะสามารถนำรหัสนี้ไปแลกไก่นิวออลีนได้ฟรี,  O
6,  O
ชิ้นเข้าใจนะว่าเป็นกลยทธุ์ทางการตลาด,  O
แต่บอกไม่หมดแบบนี้,  O
มันก็เกินไป,  O
..,  O
ทำธุรกิจแบบนี้ควรจะเจ๊งไปเลยนะคะ,  O
แนะนำนะคะ,  B-RecommendNeg
ถ้าไม่ใจพอ,  I-RecommendNeg
ก็,  I-RecommendNeg
ปิดไปเลยค่ะปกติให้คะแนน,  I-RecommendNeg
4-5,  O
ตลอด,  O
ต่อจากนี้ไป,  B-RecommendNeg
เอา,  I-RecommendNeg
1,  I-RecommendNeg
ไปละกัน,  I-RecommendNeg
เลิกกินค่ะ,  I-RecommendNeg
สั่งไก่ทุกเจ้าไม่รับออเดอร์,  O
เลยลองสั่งพิซซ่า,  O
ตั้งแต่เที่ยงตอนนี้บ่ายสามยังไม่ได้กิน,  O
ไม่ได้กินไรแต่เช้ากินฟรีแม่งล่ะไม่สงสารเด็กมันล่ะรู้ว่าส่งไม่ได้ไม่ควรรับออเดอร์โรคกระเพราะแดกห่าถ้าช้านิหน่อยไม่เป็นไรหรอก,  B-ServiceNeg
แน่3ชั่วโมง,  O
ปรับปรุงนิสัยพนักงานบางคนที่ขี่รถส่ง,  O
pizzy,  O
หน่อยนะครับ,  O
มารยาททรามมาก,  B-ServiceNeg
ขี่รถตัดหน้ารถเรา,  O
เราก็เลยบีบแตรไปทีหนึ่ง,  O
มันวนรถกลับมาขี่ตีคู่แร้วเคาะกระจก,  O
พอเราเอากระจกลง,  O
มันถามว่า,  O
"""",  O
มีปัญหาอะไรป่าว,  O
"""",  O
เหตุเกิดทิ่พัทยากลางนะครับ,  O
ฝากหน่อยครับ,  O
นักเลงมากเลย,  O
...,  O
ทำไมสั่งอาหารหน้าร้านต้องรอนานครับ,  B-ServiceNeg
ในเมื่อสั่งหน้าร้านแล้วสั่งกลับบ้านด้วยน่าจะเร็ว,  O
ผมโดนมา,  O
2,  O
ครั้งที่สั่งอาหารกลับบ้านผ่านหน้าร้าน,  O
แคชเชียร์บอกรออาหาร,  O
15,  O
นาที,  O
แต่ต้องรอถึงครึ่งชั่วโมง,  O
จะเข้าไปทานพิซซ่าวันที่,  O
13,  O
เม.ย.60,  O
เวลา,  O
19.05,  O
น.,  O
ที่เซ็นทรัลพระราม,  O
3,  O
พนักงานเดินมาส่งที่โต๊ะ,  O
แล้วบอกอีกสักครู่จะมารับออเดอร์,  O
ผ่านไปเกือบ,  O
10,  O
นาที,  O
พนักงานเดินมาอีกคน,  O
บอกเดี๋ยวมารับออเดอร์,  O
แล้วก็หายไปอีก,  O
นั่งรออีก,  O
5,  O
นาที,  O
พนักงานไม่มีใครมารับออเดอร์สักคน,  B-ServiceNeg
จึงเดินออกจากร้าน,  O
แต่พนักงานก็ยังไม่มีใครสนใจ,  B-ServiceNeg
ถือว่าเป็นสาขาบริการที่แย่มาก,  B-ServiceNeg
บริการแย่ค่ะ,  B-ServiceNeg
call,  O
center,  O
พูดไม่ดี,  B-ServiceNeg
ทำไหมคะ,  O
มากินกับลูกต้องสะบัดหน้าทำหน้ากวนตีน,  B-ServiceNeg
ไม่มีแนะนำอะไรใดๆ,  B-ServiceNeg
แดกหมดไป,  O
1122,  O
บาท,  O
ครั้งเดียวคะ,  B-RecommendNeg
บริการเดลิเวอร์รี่โอเคนะคะ,  B-ServiceNeu
แต่สาขาเวสเกต,  O
ยอมรับว่าแย่ค่ะ,  B-ImpressedNeg
บัตรแพง,  B-ImpressedNeg
แต่มีเงื่อนไข,  I-ImpressedNeg
ไม่ร่วมขอบใหม่,  I-ImpressedNeg
ตอนทำบัตรไม่แจ้งด้วย,  I-ImpressedNeg
สั่ง,  O
pizza,  O
ได้หน้าเท่าแมวดม,  B-ImpressedNeg
ไปกินที่สาขากระบี่,  O
พนักงานบริการแย่มากค่ะ,  B-ServiceNeg
สั่งพิซซ่า,  O
1,  O
ถาด,  O
กับสปาเกตตี้,  O
1,  O
จาน,  O
ที่สาขาเทสโกโลตัสกาฬสินธุ์,  O
กินๆอยู่เจอของแถมเป็นกิ้งกือ,  B-CleanNeg
รีบวางช้อนเลย,  O
...,  O
..,  O
คืออะไร,  O
จะอวกกกกกคะ,  B-ImpressedNeg
รบกวนตรวจสอบขั้นตอนการปรุงอาหารด้วยนะคะ,  O
อยากให้ช่วยตรวจสอบให้ด้วยค่ะ,  O
วันนี้สั่งชุดพิซซ่าผ่าน,  O
1112,  O
มีสปาเก็ตตี้คาโบนารามาในชุดด้วย,  O
พอแกะกล่องสปาเกตตีออกทานได้กลิ่นบูดและเส้นสปาเกตตีแห้งแข็ง,  O
(,  O
ดูได้จากรูปที่ส่งมาในคอมเมนท์,  O
),  O
เวลาเปิดทานประมาณ,  O
7.00,  O
pm,  O
เวลาสั่งตามบิล,  O
4:57pm,  O
และเวลาที่ของมาส่งคือประมาณ,  O
5:30pm,  O
อยากให้ตรวจสอบให้ด้วยค่ะว่า,  O
ทำไมอาหารที่นำมาส่งให้ถึงเป็นของบูดเสียแบบนี้,  B-CleanNeg
ดูแล้วไม่ใช่ของทำใหม่ๆแน่นอนค่ะ,  B-ImpressedNeg
ถ้ามีcall,  O
center,  O
วีนเหวี่ยงแบบนี้ไม่ต้องมีดีกว่าคะ,  B-ServiceNeg
สั่งมาหลายครั้งละ,  O
มารอบนี้เจอพนักงานส่งพิซซ่ามาช้าแถมกดส่งของแล้ว.,  O
พอมาถึงมาเหวี่ยงใส่หาว่าไม่มีตังทอนเพราะเจ้าแรกให้แบงค์พัน,  B-ServiceNeg
พูดจาใหญ่โตวางมาดนักเลง,  O
มีการเถียงบอกแล้วต้องให้ผมออกไปแลกตังหรอ,  O
ทั้งที่ในแอพสั่งของก็มีระบุให้เตรียมตังทอนมาด้วย,  O
นี่สั่งของเสียตังนะไม่ใช่กราบตีนขอแดรกฟรี,  O
(,  O
ขออภัยที่ต้องพูดคำไม่สุภาพ,  O
),  O
.,  O
ความผิดคุณหรือผม.,  O
มารยาทแย่,  B-ServiceNeg
ต่อไปนี้อย่าได้กินอีกเลยแบรนด์นี้,  B-RecommendNeg
แถมไม่มีการขอโทษสักคำ,  O
ขยาด,  O
ปรับรุ่งด่วนค่ะ,  O
พนักงานแย่มากเรียกรับOrderก็พูดแต่ว่าสักครุ่นะค่ะเพือ,  B-ServiceNeg
จานบนโต้ะก็ยังไม่ได้วางให้มา5คนจานมีแค่2ใบ,  O
อีกอย่างสั่งน้ำเป้นรีฟิลโค้ก2แก้ว,  O
แทนที่จะเอาน้ำมาเติมกับเปลี่ยนแก้วให้พนักงาน,  O
งงอะไรรึป่าวค่ะหมดอารมณ์ในการกิน,  O
พนักงานก้ช้ามากทั้งที่ลูกค้าก้ไม่เคยมี,  B-ServiceNeg
อีกอย่างเรื่องที่นั้ง,  O
มาผุ้ใหญ่4เด้ก1ให้ต่อโต๊ะยาวทำไมสุดท้ายก้อต้องกลับมานั้งโต๊ะ4ที่นั้งอยุ่ดีวุ่นวายมาก,  O
วันนี้โทรไปสั่งสปาเก็ตตี้ขี้เมาทะเล,  O
มาค่ะ,  O
2กล่อง,  O
และอย่างอื่น,  O
นัดรับเองที่โลตัสนครปฐมค่ะ,  O
เรานัดเวลาเองคือ,  O
30,  O
นาทีจากที่โทรสั่ง,  O
พอมาเอาได้ตามเวลานะคะ,  O
แต่พอกลับบ้านมากินนี่แทบอยากจะเอาไปโยนหน้าร้านเลยค่ะ,  O
เค็มมาก,  O
กไก่,  O
กี่ตัวก็ไม่พอ,  O
เสียความรู้สึกมากค่ะ,  O
กล่องละ,  O
139×2,  O
แต่ได้กินแค่ปลาหมึกกับกุ้งไม่กี่ชิ้น,  O
เพราะมันเค็มมากจริงๆค่ะ,  O
แต่พิซซ่าพัฟ,  O
กับ,  O
ไก่บาร์บีคิวโอเคนะคะ,  O
ถ้ามันเค็มมากทั้งหมดเราไปแน่เคยกินมาก็หลายครั้งแต่ไม่เคยเค็มเหมือนครั้งนี้เลย,  B-FoodNeg
ช่วยบอกหน่อยว่า,  O
ถ้าเราเอาไปให้พนักงานลองชิมอีกกล่องที่กำลังจะลงถังขยะเพราะเค็มมาก,  O
ไม่กล้ากินแล้ว,  O
จะโดนพนักงานด่ากลับมาไหมคะ,  O
(,  O
ก่อนโทรสั่งไปยืนรอคิวหน้าร้านค่ะแต่มีคนสั่งอยู่ก่อนแค่1คิว,  O
เราก็รอ,  O
ไม่มีพนักงานเดินมาสอบถามอะไรทั้งสิ้นทั้งๆที่ยืนคุยกันอยู่แค่นั้นเพราะลูกค้าน้อย,  B-ServiceNeg
รออยู่10นาที,  O
ถ้าจะรับออร์เดอร์กันนานขนาดนี้,  B-ImpressedNeg
มีคนเยอะไว้ทำอะไรคะ,  I-ImpressedNeg
เราเลยทนไม่ไหวใข้โทรสั่งแล้วไปรับเองทีหลัง,  O
),  O
1.ควรปรับปรุงเรื่องบริการนะคะ2.มีมาตรฐานในการทำไม่เหมือนกันหรือไงคะ.,  O
ทำไมรสชาติถึงได้เค็มขนาดนี้,  O
เหมือนตกบ่อเกลือมาเลย,  O
เอาตรงๆนะคะ,  O
แย่ๆๆมากที่สุดค่ะ,  B-ServiceNeg
การบริการ,  I-ServiceNeg
เมื่ออาทิตย์ที่แล้วไปทานที่ร้าน,  O
ต้องได้ต่อโต๊ะเอง,  O
จัดการเอง,  O
เรียกพนักงาน,  O
2-3,  O
รอบก็ยังไม่มีใครมา,  O
พอเอาออร์เดอร์มาบอกจะมารับออร์เดอร์นะคะ,  O
ผ่านไป20,  O
นาทีก็ยังไม่มีใครมา,  O
ยกมือเรียกเพื่อให้พนักงานรู้,  O
บอกรอพิซซ่า15-20,  O
นาทีนะคะ,  O
พิซซ่ามาจริงๆ,  O
1,  O
ชั่วโมง,  O
วันนั้นสั่งบางกรอบ,  O
2,  O
พาสต้า,  O
1,  O
น้ำโค้ก,  O
2,  O
เหยือก,  O
ผ่านไปเกือบครึ่งชั่วโมง,  O
ได้น้ำมาเหยือกเดียว,  O
รินไปได้แค่4,  O
แก้วก็หมด,  O
อีก4คนก็นั่งรอ,  O
พาสต้ามาแล้วก็จนผ่านไปเกือบ,  O
20,  O
นาที,  O
พิซซ่าก็มา,  O
ทานพิซซ่าหมด,  O
แต่น้ำก็ยังไม่มา,  O
ทานทุกอย่างจนหมด,  O
แต่ได้สั่งน้ำแล้วไงเลยถามพนักงาน,  O
สรุปวันนั้นอีก4,  O
คนได้รอน้ำโค้กเหยือกที่2,  O
หลังจากทานทุกอย่างหมดแล้ว,  O
(,  O
พนักงานที่มาบริการจาน,  O
ช้อน,  O
มือจะจิ้มตาเราอยู่แล้ว,  O
วางเสียงดังปร้วงเปรี้ยง,  O
เราได้จัดเอง,  O
),  O
หรือเราเป็นคนไทยมีทริปให้ไม่เยอะ,  O
เหมือนชาวต่างชาติรึยังไง,  O
ทำไมบริการได้,  B-ServiceNeg
แย่,  I-ServiceNeg
จัง,  I-ServiceNeg
วันนี้ไปใช้บัตร1แถม1,  O
ดันใช้ไม่ได้กับขอบเบอร์เกอร์,  O
ตอนจะซื้อบัตรก็ไม่บอกว่าใช้ไม่ได้.,  O
ถามก็ได้แต่บอกว่าเป็นโปรโมชั่นเลยใช้ไม่ได้,  O
ตอนขอบพิเศษรอบก่อนๆชีสซี่บัน,  O
ยังใช้ได้เลย,  B-FoodPos
แล้วไอ้ขอบเบอร์เกอร์มันโปรตรงไหน,  O
ราคาปกติชัดๆ,  O
วันนี้ไป,  O
The,  O
Pizza,  O
Company,  O
สาขาบิ๊กซีลพบุรีคนเดียว,  O
สั่งผักโขมอบชีสและปีกไก่ทอดสไตล์เกาหลีและน้ำเปล่า,  O
พนักงานได้นำน้ำเปล่ามาเสริฟก่อน,  O
นั่งรอต่อประมาณ,  O
15,  O
นาที,  O
พนักงานเค้าเตอร์ที่ในครัวกดกริ่งประมาณ,  O
3,  O
รอบ,  O
เพื่อเรียกพนักงานเสริฟนำผักโขมอบชีสมาเสริฟ,  O
(,  O
ดูเหมือนพนักงานที่นี่ไม่ค่อยใส่ใจการทำงานสักเท่าไร,  O
),  O
นั่งทานจนเกือบหมดแล้วรู้สึกว่าทำไมยังไม่ได้ปีกไก่ทอดฯเพราะสั่งไปนานมากจึงดูเวลาที่ออกในบิลที่พนักงานวางไว้บนโต๊ะเป็นเวลา16.21,  O
น.,  O
จึงเรียกพนักงานมาถามว่าปีกไก่ทอดฯที่สั่งไปจะได้หรือยัง,  O
สักพักนึงพนักงานได้นำไก่ทอดฯมาเสริฟดิฉันจึงมองนาฬิกาปรากฎเวลา,  O
16.53,  O
น.,  O
ซึ่งตั้งแต่พนักงานรับออเดอร์ไปดิฉันได้สูญเสียเวลาถึงครึ่งชั่วโมงกว่าๆ,  O
เพื่อนั่งรออาหารที่ยังไม่ได้ด้วยความหิว,  O
(,  O
โต๊ะมาทีหลังสองคนได้สั่งกินหมดไปแล้วและได้เช็คบิลกลับไปแล้วแต่ดิฉันพึ่งจะได้รับไก่ทอดฯ,  O
),  O
บอกตรงๆค่ะว่าไม่ค่อยประทับใจในการบริการครั้งนี้สักเท่าไร,  B-ImpressedNeg
ถ้ารู้ว่าอาหารที่สั่งต้องนั่งรอนานขนาดนี้คงไม่เข้าไปทานแน่นอนค่ะ,  B-ServiceNeg
และอยากทราบว่ามาตรฐานที่,  O
The,  O
Pizza,  O
Company,  O
มีคืออะไร,  O
?,  O
หรือเพราะดิฉันมาทานเพียงคนเดียวจึงไม่ต้องได้รับการบริการที่ดี,  O
?,  O
สาขากระบี่พนักงานแย่มาก,  B-ServiceNeg
พอเราถามซื้อหนึ่งแถมหนึ่งมันบอกไม่มี,  O
แล้วของที่สั่งรอนานมากกว่าจะได้กินต้องโมโหก่อนถึงจะได้กิน,  B-ServiceNeg
ไปใช้บรการบ่อยมากแต่ก็เจอแบบนี้ตลอดคะ,  B-ImpressedNeg
เน้นคะเน้นสาขากระบี่,  O
วันนี้สั่งพิชซ่าสาขาซอยมังกรเปนเมเนเจอร์ที่รับออเดอร์เปนผู้ชายหน้าตาไม่ยิ้มแย้มแถมทำหน้าไม่พอใจอิก,  B-ServiceNeg
คือไม่ได้มาขอกินฟรีนะค่า,  O
ไม่ทราบว่ามารยาทแบบนี้ขึ้นมาเปนหัวหน้าได้ยังงัยนิสัยแย่,  B-ImpressedNeg
บริการแย่มาก,  B-ServiceNeg
พิชซ่าที่ได้แป้งเหนียวมากชื้อมาก๊แพงแต่คุณภาพไม่คุ้มค่ากับราคาเรย,  B-PricePos
แย่,  B-ImpressedNeg
ไม่มี,  O
0,  O
ดาวหรอครับ,  O
สาขาสัตหีบ,  O
บริการเชี้ยมากไม่เชื่อลองปลอมตัวไปกินดู,  B-ServiceNeg
ถ้ามึงไม่เต็มใจทำงานทำไมไม่ลาออกไปอยู่บ้านวะ,  O
พวกเด็กฝึกงานโอเครอยู่นะ,  O
ส่งคนไปดูหน่อย,  O
จะยกเลิกรายการที่ทำออนไลน์หรืออะไรก็ไม่แจ้งกันก่อน,  O
เงินโดนตัดผ่านบัญชีไปแล้ว,  O
ยังต้องชำระเงินสดเอง,  O
เข้าใจว่าจะโอนเงินคืนให้,  O
แต่ต้องรออีก,  O
7,  O
วันทำการ,  O
ถ้าผมรู้อย่างนี้จะขอยกเลิกการสั่งทั้งหมดครับ,  O
ปรับปรุงการสื่อสารหน่อยนะครับ,  O
ไม่ประทับใจมากๆ,  B-ImpressedNeg
บริการแย่มากๆที่สาขาพาซิโอ้ลาดกระบัง,  B-ServiceNeg
เข้ามายืนรอจะสั่งอาหารพนักงานแม่งยืนเฉยยยไม่แนะนำอะไรสักอย่างแถมหน้าอย่างกะตูดเหมือนกูมาขอมันกินฟรีอ่ะ,  B-ServiceNeg
ขอบ,  O
เบอร์เกอร์ชีสหมู,  O
แย่มากครับ,  B-FoodPos
ไม่คุ้มค่ากับที่เก็บเพิ่ม,  B-ValueNeg
300,  O
มาก,  O
ไม่อร่อยเลยเสียความรู้สึกมากครับ,  B-FoodNeg
พิซซ่าหน้าแฮม,  O
&,  O
เบคอน,  O
159,  O
บาท,  O
มีแต่แป้งค่ะ,  O
หน้าน้อยมาก,  O
แลดูเหมือนสั่งแป้งมากินมากกว่า,  O
เอาเปรียบผู้บริโภคค่ะ,  B-ImpressedNeg
พนักงานสาขาร้านริเวอร์ไซด์พลาซ่าแย่มาก,  B-ServiceNeg
ขนาดสั่งอยุ่ตรงข้างหน้ายังไม่สนใจเลยมัวยืนเล่นโทรศัพท์,  O
ห่วยมาก,  B-ImpressedNeg
ๆ,  I-ImpressedNeg
เลยครับ,  I-ImpressedNeg
คุณภาพแย่ลงเรื่อย,  B-QualityNeg
ๆ,  I-QualityNeg
เสียดายเงิน,  B-ImpressedNeg
เสียดายปากที่รับประทานเข้าไป,  B-ImpressedNeg
บริการจัดส่งยอดแย่อันดับติดลบเลยมาช้ามากๆที่ระนองประมาณ40นาทีขึ้นไปอ้างว่าเข้าไม่ถูกซะงั้น,  B-ServiceNeg
พิซ่าแป้งบางกรอบเปลี่ยนมาเป้นแป้งพาย,  O
ไม่มีความอร่อย,  B-FoodNeg
ไม่กรอบ,  O
อมน้ำมัน,  O
ผิดหวังสุดๆ,  B-ImpressedNeg
